cole_area_ubicacion_urbano;cole_bilingue_si;cole_calendario;cole_caracter;cole_cod_depto_ubicacion;cole_genero;cole_jornada;estu_cod_depto_presentacion;estu_edad;estu_genero_m;estu_privado_libertad_si;fami_cuartoshogar;fami_educacionmadre;fami_educacionpadre;fami_estratovivienda;fami_personashogar;fami_tieneautomovil_si;fami_tienecomputador_si;fami_tieneinternet_si;fami_tienelavadora_si;target
0;1;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;21.19;1;0;tres;educación profesional completa;educación profesional completa;estrato 6;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.11509555507837664;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;19.61;1;0;cuatro;secundaria (bachillerato) completa;secundaria (bachillerato) completa;estrato 3;5 a 6;1;1;1;1;0
1;1;0.8645766230047957;0.8067425381146661;0.03333333333333333;0.8930642044234486;0.5832080738672966;0.03333333333333333;20.81;1;0;tres;secundaria (bachillerato) completa;secundaria (bachillerato) incompleta;estrato 6;3 a 4;1;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.07164841457304416;0.5832080738672966;0.06666666666666668;21.3;0;0;tres;postgrado;educación profesional completa;estrato 6;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;20.66;1;0;tres;secundaria (bachillerato) completa;secundaria (bachillerato) completa;estrato 3;5 a 6;1;1;1;1;0
1;0;0.10700737241428673;0.8067425381146661;0.16666666666666669;0.8930642044234486;0.04988905590151027;0.16666666666666669;20.3;0;0;dos;secundaria (bachillerato) completa;primaria completa;estrato 1;3 a 4;0;1;1;1;0
1;1;0.8645766230047957;0.8067425381146661;0.03333333333333333;0.8930642044234486;0.5832080738672966;0.03333333333333333;19.22;1;0;seis o mas;técnica o tecnológica completa;secundaria (bachillerato) incompleta;estrato 6;5 a 6;1;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.16666666666666669;0.8930642044234486;0.5832080738672966;0.16666666666666669;20.33;0;0;tres;postgrado;postgrado;estrato 4;5 a 6;1;1;1;1;1
1;0;0.8645766230047957;0.11509555507837664;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;19.16;1;0;tres;técnica o tecnológica completa;técnica o tecnológica completa;estrato 3;3 a 4;0;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.07164841457304416;0.5832080738672966;0.06666666666666668;20.26;0;0;tres;postgrado;postgrado;estrato 6;5 a 6;0;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;19.15;1;0;dos;postgrado;educación profesional completa;estrato 4;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.07136210722210293;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;20.44;0;0;tres;secundaria (bachillerato) completa;secundaria (bachillerato) completa;estrato 3;3 a 4;1;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;20.36;1;0;tres;educación profesional completa;educación profesional completa;estrato 3;1 a 2;1;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;20.25;0;0;tres;educación profesional completa;primaria completa;estrato 6;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.11509555507837664;0.7888888888888889;0.07164841457304416;0.5832080738672966;0.7888888888888889;19.2;1;0;cuatro;secundaria (bachillerato) completa;secundaria (bachillerato) completa;estrato 3;3 a 4;0;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;20.76;0;0;cinco;secundaria (bachillerato) completa;secundaria (bachillerato) completa;estrato 6;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.11509555507837664;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;19.75;1;0;tres;educación profesional completa;técnica o tecnológica completa;estrato 2;3 a 4;1;1;1;1;0
1;0;0.10700737241428673;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.04988905590151027;0.06666666666666668;21.32;1;0;tres;educación profesional completa;educación profesional completa;estrato 3;3 a 4;1;1;1;1;0
0;0;0.8645766230047957;0.8067425381146661;0.22222222222222224;0.8930642044234486;0.5832080738672966;0.06666666666666668;21.19;0;0;tres;postgrado;educación profesional completa;estrato 6;3 a 4;1;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.22222222222222224;21.49;1;0;dos;educación profesional completa;postgrado;estrato 5;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.11509555507837664;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;19.8;0;0;cuatro;educación profesional completa;educación profesional completa;estrato 3;3 a 4;0;1;1;1;0
0;0;0.8645766230047957;0.07136210722210293;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;19.65;0;0;dos;secundaria (bachillerato) incompleta;secundaria (bachillerato) completa;estrato 2;3 a 4;0;1;1;1;0
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;20.73;0;0;tres;educación profesional completa;educación profesional completa;estrato 3;3 a 4;1;1;1;1;1
0;0;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;20.59;0;0;tres;educación profesional incompleta;educación profesional completa;estrato 6;3 a 4;1;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;19.37;0;0;cuatro;primaria incompleta;primaria completa;estrato 3;5 a 6;1;1;1;1;0
1;0;0.10700737241428673;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.04988905590151027;0.06666666666666668;55.99;0;0;dos;primaria incompleta;primaria incompleta;estrato 2;3 a 4;0;1;1;0;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.07164841457304416;0.5832080738672966;0.7888888888888889;20.6;0;0;tres;secundaria (bachillerato) completa;secundaria (bachillerato) completa;estrato 4;3 a 4;1;1;1;1;0
1;0;0.8645766230047957;0.07136210722210293;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;18.08;1;0;cuatro;educación profesional incompleta;educación profesional incompleta;estrato 3;3 a 4;1;1;1;1;0
1;0;0.8645766230047957;0.11509555507837664;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;19.03;0;0;tres;educación profesional completa;secundaria (bachillerato) completa;estrato 2;3 a 4;0;1;1;1;0
1;1;0.8645766230047957;0.8067425381146661;0.03333333333333333;0.8930642044234486;0.5832080738672966;0.03333333333333333;21.19;0;0;seis o mas;postgrado;postgrado;estrato 6;3 a 4;1;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.15555555555555556;0.8930642044234486;0.5832080738672966;0.15555555555555556;20.16;1;0;tres;educación profesional completa;no sabe;estrato 4;3 a 4;1;1;1;1;0
1;0;0.8645766230047957;0.07136210722210293;0.5222222222222223;0.8930642044234486;0.2903156538544127;0.5222222222222223;20.93;1;0;tres;educación profesional completa;técnica o tecnológica incompleta;estrato 3;5 a 6;0;0;1;1;0
1;0;0.8645766230047957;0.11509555507837664;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;19.02;1;0;dos;técnica o tecnológica completa;técnica o tecnológica incompleta;estrato 3;1 a 2;1;1;1;1;1
1;0;0.10700737241428673;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.04988905590151027;0.06666666666666668;20.56;1;0;cuatro;secundaria (bachillerato) completa;educación profesional completa;estrato 3;5 a 6;1;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;20.02;0;0;cuatro;técnica o tecnológica incompleta;técnica o tecnológica completa;estrato 3;3 a 4;1;1;1;1;0
0;1;0.8645766230047957;0.8067425381146661;0.0;0.8930642044234486;0.5832080738672966;0.0;19.68;1;0;cuatro;secundaria (bachillerato) completa;secundaria (bachillerato) incompleta;estrato 6;5 a 6;1;1;1;1;1
1;0;0.10700737241428673;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.2903156538544127;0.06666666666666668;18.25;0;0;tres;educación profesional completa;educación profesional completa;estrato 3;3 a 4;1;1;1;1;0
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;20.86;1;0;cuatro;postgrado;postgrado;estrato 6;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;20.88;1;0;cuatro;educación profesional completa;educación profesional completa;estrato 6;3 a 4;1;1;1;1;1
1;0;0.10700737241428673;0.8067425381146661;0.0;0.8930642044234486;0.04988905590151027;0.0;49.58;0;0;uno;primaria incompleta;primaria incompleta;estrato 2;1 a 2;0;0;0;0;0
0;0;0.8645766230047957;0.8067425381146661;0.22222222222222224;0.8930642044234486;0.5832080738672966;0.06666666666666668;20.4;0;0;tres;postgrado;postgrado;estrato 3;5 a 6;1;1;1;1;0
1;0;0.8645766230047957;0.11509555507837664;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;19.68;0;0;dos;educación profesional incompleta;técnica o tecnológica completa;estrato 3;3 a 4;1;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;21.59;0;0;cuatro;postgrado;postgrado;estrato 6;5 a 6;1;1;1;1;1
1;0;0.8645766230047957;0.11509555507837664;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;19.06;0;0;dos;secundaria (bachillerato) completa;técnica o tecnológica completa;estrato 3;3 a 4;1;1;1;1;0
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;20.61;0;0;tres;educación profesional completa;educación profesional completa;estrato 3;5 a 6;1;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.035287381003507264;0.5832080738672966;0.06666666666666668;20.4;1;0;tres;postgrado;postgrado;estrato 5;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.03049173287524157;0.7888888888888889;20.4;0;0;dos;educación profesional incompleta;técnica o tecnológica completa;estrato 4;1 a 2;0;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.6777777777777778;0.8930642044234486;0.5832080738672966;0.6777777777777778;21.21;0;0;tres;secundaria (bachillerato) completa;secundaria (bachillerato) completa;estrato 4;3 a 4;1;1;1;1;0
0;1;0.8645766230047957;0.8067425381146661;0.22222222222222224;0.8930642044234486;0.5832080738672966;0.06666666666666668;21.48;0;0;tres;educación profesional completa;postgrado;estrato 4;3 a 4;0;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;19.54;0;0;tres;educación profesional completa;no sabe;estrato 5;3 a 4;1;1;1;1;1
0;1;0.8645766230047957;0.07136210722210293;0.13333333333333333;0.8930642044234486;0.5832080738672966;0.13333333333333333;20.99;0;0;cinco;educación profesional completa;educación profesional completa;estrato 6;5 a 6;1;1;1;1;1
1;0;0.028416004580917614;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.2903156538544127;0.06666666666666668;21.98;1;0;cuatro;educación profesional completa;educación profesional incompleta;estrato 5;3 a 4;1;1;1;1;0
1;0;0.8645766230047957;0.11509555507837664;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;20.22;1;0;tres;educación profesional incompleta;secundaria (bachillerato) completa;estrato 3;3 a 4;0;1;1;0;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.07164841457304416;0.5832080738672966;0.7888888888888889;19.21;0;0;dos;postgrado;postgrado;estrato 3;3 a 4;0;1;1;1;0
1;0;0.10700737241428673;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;22.9;1;0;tres;educación profesional completa;educación profesional incompleta;estrato 6;3 a 4;1;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.22222222222222224;20.39;0;0;cuatro;educación profesional completa;educación profesional completa;estrato 4;5 a 6;1;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;20.75;0;0;cuatro;educación profesional completa;postgrado;estrato 4;5 a 6;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;19.74;1;0;tres;educación profesional completa;educación profesional completa;estrato 3;3 a 4;1;1;1;1;1
1;0;0.10700737241428673;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.2903156538544127;0.06666666666666668;25.45;1;0;dos;educación profesional completa;no aplica;estrato 3;3 a 4;1;0;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.03049173287524157;0.7888888888888889;20.19;1;0;dos;educación profesional completa;educación profesional completa;estrato 4;3 a 4;1;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;20.5;1;0;dos;postgrado;postgrado;estrato 6;3 a 4;1;1;1;1;1
0;1;0.8645766230047957;0.07136210722210293;0.13333333333333333;0.8930642044234486;0.5832080738672966;0.13333333333333333;20.1;0;0;tres;no sabe;no sabe;estrato 6;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;20.71;1;0;dos;educación profesional incompleta;educación profesional completa;estrato 5;1 a 2;1;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.03049173287524157;0.7888888888888889;19.18;0;0;tres;postgrado;postgrado;estrato 5;3 a 4;1;1;1;1;0
1;0;0.10700737241428673;0.8067425381146661;0.6777777777777778;0.8930642044234486;0.2903156538544127;0.6777777777777778;28.92;0;0;uno;primaria incompleta;no sabe;estrato 3;1 a 2;0;1;0;1;0
0;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;19.46;0;0;cuatro;técnica o tecnológica incompleta;primaria incompleta;estrato 4;3 a 4;1;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;19.5;1;0;tres;postgrado;postgrado;estrato 3;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.13333333333333333;0.8930642044234486;0.5832080738672966;0.13333333333333333;20.67;1;0;dos;educación profesional completa;secundaria (bachillerato) incompleta;estrato 6;3 a 4;1;1;1;1;1
0;0;0.8645766230047957;0.8067425381146661;0.0;0.8930642044234486;0.5832080738672966;0.0;20.81;0;0;cuatro;postgrado;postgrado;estrato 6;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.15555555555555556;0.8930642044234486;0.2903156538544127;0.15555555555555556;19.37;1;0;dos;postgrado;secundaria (bachillerato) completa;estrato 1;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;19.43;0;0;dos;técnica o tecnológica incompleta;técnica o tecnológica incompleta;estrato 5;1 a 2;1;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.035287381003507264;0.5832080738672966;0.06666666666666668;20.09;1;0;dos;postgrado;postgrado;estrato 5;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.2903156538544127;0.7888888888888889;23.04;1;0;cinco;secundaria (bachillerato) completa;educación profesional completa;estrato 4;7 a 8;1;1;1;1;0
0;1;0.8645766230047957;0.8067425381146661;0.6777777777777778;0.8930642044234486;0.5832080738672966;0.6777777777777778;20.8;0;0;cinco;no sabe;no sabe;estrato 6;5 a 6;1;1;1;1;0
0;0;0.8645766230047957;0.8067425381146661;0.22222222222222224;0.8930642044234486;0.5832080738672966;0.22222222222222224;20.61;1;0;cuatro;educación profesional completa;educación profesional completa;estrato 3;3 a 4;1;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.03333333333333333;0.8930642044234486;0.5832080738672966;0.03333333333333333;21.1;0;0;cuatro;postgrado;postgrado;estrato 6;5 a 6;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.03333333333333333;0.8930642044234486;0.5832080738672966;0.03333333333333333;19.39;0;0;tres;educación profesional completa;educación profesional completa;estrato 4;3 a 4;1;1;1;1;1
1;1;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;19.67;1;0;tres;no sabe;educación profesional completa;estrato 4;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.035287381003507264;0.5832080738672966;0.7888888888888889;20.01;1;0;dos;postgrado;secundaria (bachillerato) incompleta;estrato 4;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.07136210722210293;0.7888888888888889;0.8930642044234486;0.02297616491303414;0.7888888888888889;18.51;0;0;tres;educación profesional completa;educación profesional completa;estrato 3;3 a 4;1;1;1;1;0
1;1;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;22.82;0;0;cuatro;educación profesional completa;educación profesional incompleta;estrato 6;5 a 6;1;1;1;1;1
1;0;0.8645766230047957;0.11509555507837664;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;21.67;1;0;dos;secundaria (bachillerato) incompleta;primaria incompleta;estrato 2;1 a 2;0;0;1;1;0
1;0;0.8645766230047957;0.11509555507837664;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;19.11;0;0;tres;secundaria (bachillerato) completa;técnica o tecnológica incompleta;estrato 3;3 a 4;0;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;19.62;0;0;tres;no sabe;no aplica;estrato 3;3 a 4;1;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.06666666666666668;0.8930642044234486;0.5832080738672966;0.06666666666666668;19.1;0;0;cuatro;educación profesional completa;educación profesional completa;estrato 3;5 a 6;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.7888888888888889;0.8930642044234486;0.5832080738672966;0.7888888888888889;19.48;0;0;tres;educación profesional completa;educación profesional completa;estrato 4;3 a 4;1;1;1;1;1
1;0;0.10700737241428673;0.8067425381146661;0.5222222222222223;0.8930642044234486;0.2903156538544127;0.5222222222222223;21.59;1;0;seis o mas;primaria incompleta;primaria completa;estrato 2;7 a 8;0;1;1;1;0
1;0;0.10700737241428673;0.8067425381146661;0.6777777777777778;0.8930642044234486;0.2903156538544127;0.6777777777777778;21.45;1;0;cuatro;técnica o tecnológica completa;educación profesional incompleta;estrato 4;5 a 6;0;1;1;1;0
1;0;0.8645766230047957;0.8067425381146661;0.7;0.8930642044234486;0.5832080738672966;0.7;20.0;0;0;tres;educación profesional completa;postgrado;estrato 5;3 a 4;1;1;1;1;1
0;0;0.8645766230047957;0.8067425381146661;0.22222222222222224;0.8930642044234486;0.5832080738672966;0.22222222222222224;19.09;0;0;tres;educación profesional incompleta;educación profesional completa;estrato 2;3 a 4;1;1;1;1;1
1;0;0.8645766230047957;0.8067425381146661;0.15555555555555556;0.8930642044234486;0.2903156538544127;0.15555555555555556;20.13;1;0;dos;educación profesional completa;educación profesional completa;estrato 4;1 a 2;0;1;1;1;0
0;0;0.8645766230047957;0.8067425381146661;0.22222222222222224;0.8930642044234486;0.5832080738672966;0.22222222222222224;20.62;1;0;tres;educación profesional completa;educación profesional completa;estrato 6;3 a 4;1;1;1;1;0
